Shamiodarone,Channel,1,0.0008,0.2
Shamiodarone,Channel,2,0.0008,1.7
Shamiodarone,Channel,3,0.0008,0.6
Shamiodarone,Channel,4,0.0008,0.0
Shamiodarone,Channel,5,0.0008,0.0
Shamiodarone,Channel,1,0.08,16.2
Shamiodarone,Channel,2,0.08,27.4
Shamiodarone,Channel,3,0.08,16.8
Shamiodarone,Channel,4,0.08,7.7
Shamiodarone,Channel,5,0.08,4.8
Shamiodarone,Channel,1,0.8,66.4
Shamiodarone,Channel,2,0.8,80.3
Shamiodarone,Channel,3,0.8,64.8
Shamiodarone,Channel,4,0.8,45.6
Shamiodarone,Channel,5,0.8,31.0
Shamiodarone,Channel,1,8.0,93.9
Shamiodarone,Channel,2,8.0,97.6
Shamiodarone,Channel,3,8.0,94.7
Shamiodarone,Channel,4,8.0,88.8
Shamiodarone,Channel,5,8.0,81.4
Shamitriptyline,Channel,1,0.0008,0.3
Shamitriptyline,Channel,2,0.0008,0.7
Shamitriptyline,Channel,3,0.0008,0.5
Shamitriptyline,Channel,4,0.0008,0.0
Shamitriptyline,Channel,5,0.0008,0.9
Shamitriptyline,Channel,1,0.08,2.3
Shamitriptyline,Channel,2,0.08,0.0
Shamitriptyline,Channel,3,0.08,13.1
Shamitriptyline,Channel,4,0.08,9.2
Shamitriptyline,Channel,5,0.08,15.5
Shamitriptyline,Channel,1,0.8,41.2
Shamitriptyline,Channel,2,0.8,34.0
Shamitriptyline,Channel,3,0.8,46.1
Shamitriptyline,Channel,4,0.8,44.5
Shamitriptyline,Channel,5,0.8,46.2
Shamitriptyline,Channel,1,8.0,96.2
Shamitriptyline,Channel,2,8.0,99.9
Shamitriptyline,Channel,3,8.0,81.7
Shamitriptyline,Channel,4,8.0,86.6
Shamitriptyline,Channel,5,8.0,80.5
Lie-docaine,Channel,1,0.0008,0.8
Lie-docaine,Channel,2,0.0008,1.2
Lie-docaine,Channel,3,0.0008,0.0
Lie-docaine,Channel,4,0.0008,1.9
Lie-docaine,Channel,5,0.0008,7.6
Lie-docaine,Channel,6,0.0008,0.0
Lie-docaine,Channel,7,0.0008,0.0
Lie-docaine,Channel,8,0.0008,0.3
Lie-docaine,Channel,9,0.0008,0.0
Lie-docaine,Channel,10,0.0008,1.6
Lie-docaine,Channel,11,0.0008,0.0
Lie-docaine,Channel,12,0.0008,0.2
Lie-docaine,Channel,13,0.0008,1.4
Lie-docaine,Channel,14,0.0008,2.0
Lie-docaine,Channel,15,0.0008,0.0
Lie-docaine,Channel,16,0.0008,0.0
Lie-docaine,Channel,17,0.0008,2.1
Lie-docaine,Channel,18,0.0008,0.7
Lie-docaine,Channel,19,0.0008,0.5
Lie-docaine,Channel,20,0.0008,1.9
Lie-docaine,Channel,21,0.0008,0.1
Lie-docaine,Channel,22,0.0008,1.9
Lie-docaine,Channel,23,0.0008,0.0
Lie-docaine,Channel,24,0.0008,0.6
Lie-docaine,Channel,25,0.0008,1.4
Lie-docaine,Channel,26,0.0008,0.0
Lie-docaine,Channel,27,0.0008,9.1
Lie-docaine,Channel,28,0.0008,1.0
Lie-docaine,Channel,29,0.0008,1.2
Lie-docaine,Channel,30,0.0008,4.1
Lie-docaine,Channel,31,0.0008,0.6
Lie-docaine,Channel,32,0.0008,0.1
Lie-docaine,Channel,33,0.0008,1.3
Lie-docaine,Channel,34,0.0008,0.9
Lie-docaine,Channel,35,0.0008,2.7
Lie-docaine,Channel,36,0.0008,0.0
Lie-docaine,Channel,37,0.0008,0.0
Lie-docaine,Channel,38,0.0008,2.8
Lie-docaine,Channel,39,0.0008,0.0
Lie-docaine,Channel,40,0.0008,1.2
Lie-docaine,Channel,41,0.0008,0.0
Lie-docaine,Channel,42,0.0008,1.2
Lie-docaine,Channel,43,0.0008,1.6
Lie-docaine,Channel,44,0.0008,4.8
Lie-docaine,Channel,45,0.0008,2.7
Lie-docaine,Channel,46,0.0008,0.5
Lie-docaine,Channel,47,0.0008,0.0
Lie-docaine,Channel,48,0.0008,0.0
Lie-docaine,Channel,49,0.0008,0.6
Lie-docaine,Channel,50,0.0008,0.0
Lie-docaine,Channel,1,0.08,15.6
Lie-docaine,Channel,2,0.08,15.9
Lie-docaine,Channel,3,0.08,6.4
Lie-docaine,Channel,4,0.08,2.8
Lie-docaine,Channel,5,0.08,28.6
Lie-docaine,Channel,6,0.08,13.0
Lie-docaine,Channel,7,0.08,3.0
Lie-docaine,Channel,8,0.08,1.4
Lie-docaine,Channel,9,0.08,8.5
Lie-docaine,Channel,10,0.08,7.1
Lie-docaine,Channel,11,0.08,3.8
Lie-docaine,Channel,12,0.08,11.9
Lie-docaine,Channel,13,0.08,15.1
Lie-docaine,Channel,14,0.08,13.6
Lie-docaine,Channel,15,0.08,18.5
Lie-docaine,Channel,16,0.08,1.1
Lie-docaine,Channel,17,0.08,3.4
Lie-docaine,Channel,18,0.08,12.4
Lie-docaine,Channel,19,0.08,3.0
Lie-docaine,Channel,20,0.08,8.1
Lie-docaine,Channel,21,0.08,6.4
Lie-docaine,Channel,22,0.08,0.0
Lie-docaine,Channel,23,0.08,1.9
Lie-docaine,Channel,24,0.08,17.1
Lie-docaine,Channel,25,0.08,20.9
Lie-docaine,Channel,26,0.08,9.8
Lie-docaine,Channel,27,0.08,30.4
Lie-docaine,Channel,28,0.08,10.8
Lie-docaine,Channel,29,0.08,3.9
Lie-docaine,Channel,30,0.08,25.8
Lie-docaine,Channel,31,0.08,5.2
Lie-docaine,Channel,32,0.08,4.8
Lie-docaine,Channel,33,0.08,16.1
Lie-docaine,Channel,34,0.08,20.3
Lie-docaine,Channel,35,0.08,20.2
Lie-docaine,Channel,36,0.08,5.1
Lie-docaine,Channel,37,0.08,0.0
Lie-docaine,Channel,38,0.08,20.3
Lie-docaine,Channel,39,0.08,0.6
Lie-docaine,Channel,40,0.08,8.2
Lie-docaine,Channel,41,0.08,5.6
Lie-docaine,Channel,42,0.08,5.8
Lie-docaine,Channel,43,0.08,3.7
Lie-docaine,Channel,44,0.08,22.5
Lie-docaine,Channel,45,0.08,11.3
Lie-docaine,Channel,46,0.08,6.0
Lie-docaine,Channel,47,0.08,3.5
Lie-docaine,Channel,48,0.08,13.6
Lie-docaine,Channel,49,0.08,8.1
Lie-docaine,Channel,50,0.08,4.1
Lie-docaine,Channel,1,0.8,64.0
Lie-docaine,Channel,2,0.8,55.2
Lie-docaine,Channel,3,0.8,40.0
Lie-docaine,Channel,4,0.8,47.3
Lie-docaine,Channel,5,0.8,46.7
Lie-docaine,Channel,6,0.8,40.7
Lie-docaine,Channel,7,0.8,34.1
Lie-docaine,Channel,8,0.8,32.5
Lie-docaine,Channel,9,0.8,34.1
Lie-docaine,Channel,10,0.8,42.3
Lie-docaine,Channel,11,0.8,36.0
Lie-docaine,Channel,12,0.8,48.3
Lie-docaine,Channel,13,0.8,46.6
Lie-docaine,Channel,14,0.8,38.5
Lie-docaine,Channel,15,0.8,58.2
Lie-docaine,Channel,16,0.8,72.7
Lie-docaine,Channel,17,0.8,45.1
Lie-docaine,Channel,18,0.8,46.3
Lie-docaine,Channel,19,0.8,38.0
Lie-docaine,Channel,20,0.8,40.2
Lie-docaine,Channel,21,0.8,40.4
Lie-docaine,Channel,22,0.8,30.4
Lie-docaine,Channel,23,0.8,31.6
Lie-docaine,Channel,24,0.8,61.7
Lie-docaine,Channel,25,0.8,58.5
Lie-docaine,Channel,26,0.8,47.5
Lie-docaine,Channel,27,0.8,49.4
Lie-docaine,Channel,28,0.8,44.3
Lie-docaine,Channel,29,0.8,26.7
Lie-docaine,Channel,30,0.8,46.6
Lie-docaine,Channel,31,0.8,44.8
Lie-docaine,Channel,32,0.8,31.8
Lie-docaine,Channel,33,0.8,47.3
Lie-docaine,Channel,34,0.8,69.6
Lie-docaine,Channel,35,0.8,47.1
Lie-docaine,Channel,36,0.8,36.3
Lie-docaine,Channel,37,0.8,55.1
Lie-docaine,Channel,38,0.8,49.4
Lie-docaine,Channel,39,0.8,35.2
Lie-docaine,Channel,40,0.8,45.2
Lie-docaine,Channel,41,0.8,43.7
Lie-docaine,Channel,42,0.8,39.2
Lie-docaine,Channel,43,0.8,31.7
Lie-docaine,Channel,44,0.8,45.3
Lie-docaine,Channel,45,0.8,45.1
Lie-docaine,Channel,46,0.8,49.4
Lie-docaine,Channel,47,0.8,35.2
Lie-docaine,Channel,48,0.8,48.2
Lie-docaine,Channel,49,0.8,39.9
Lie-docaine,Channel,50,0.8,47.1
Lie-docaine,Channel,1,8.0,96.3
Lie-docaine,Channel,2,8.0,89.2
Lie-docaine,Channel,3,8.0,86.6
Lie-docaine,Channel,4,8.0,95.5
Lie-docaine,Channel,5,8.0,63.6
Lie-docaine,Channel,6,8.0,78.6
Lie-docaine,Channel,7,8.0,88.0
Lie-docaine,Channel,8,8.0,92.3
